pseudo_id,subscription_cancel_date,order_date,koen,birthdate,usr_created,order_trackertag,permission_given_order,permission_given_today,previous_subscriptions,previous_campaigns,previous_trials,first_campaign_day,last_campaign_day,newsletters_before_order,newsletters_after_order,type,reason,expiration_date,end_date,subscription_length_days,length_group,age,age_group,continued_after_campaign,fast_churn,fast_churn_converted,churn_10,account_active_days_before_campaign,visits,unique_pages,restricted_views,restricted_ratio,avg_scroll,mobile_ratio,desktop_ratio,antal_sidevisninger,antal_unikke_dage,antal_unikke_sider,antal_artikler,antal_unikke_artikler,andel_restricted,antal_restricted,gns_scroll,andel_fuld_scroll,andel_ingen_scroll,primær_device,er_mobil_primær,antal_devices,andel_search,andel_internal,andel_email,andel_social,primær_kanal,andel_indland,andel_udland,andel_sport,andel_oekonomi,andel_forside,første_besøg,sidste_besøg,dage_aktiv_span,gns_sider_pr_dag,cluster
0169ede4cd963dc8b84fc4bfb991b976,2025-05-22,2025-03-04T09:22:06Z,Mand,1965-05-22,2025-03-04,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-04,2025-05-03,0,0,Andet,Administrativt,2025-05-22,2025-05-22,79,30–90 dage,60,55–64,1,0,0,0,20,2,2,1,0.5,0.625,0,1,2,1,2,2,2,0.5,1,0.625,0.5,0,Computer,0,1,0,0.5,0,0,internal,0,0,0,0,0,2025-03-04,2025-03-04,0,2,4
0181daedf475221291df382a21589255,2025-11-10,2025-03-10T07:18:43Z,Mand,1997-02-18,2025-03-10,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-10,2025-05-09,0,0,Økonomi,Pris,2025-12-09,2025-11-10,245,180–270 dage,29,25–34,1,0,0,0,215,55,19,6,0.10909090909090909,0.18636363636363637,0.03636363636363636,0.9636363636363636,55,5,19,19,13,0.10909090909090909,6,0.18636363636363637,0.10909090909090909,0.7454545454545455,Computer,0,2,0.10416666666666669,0.4791666666666667,0,0,internal,0.14545454545454545,0,0,0,0.4545454545454546,2025-03-10,2025-03-31,21,11,4
0189b22c99e33623162d8637b1f1f081,2025-03-21,2025-03-21T07:38:05Z,Mand,1976-03-24,2013-09-28,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,FALSE,TRUE,21,9,10,2025-03-21,2025-05-20,0,0,Andet,kunden ønsker ikke at oplyse,2025-05-20,2025-03-21,0,0–30 dage,50,45–54,0,1,0,0,823,424,219,148,0.3490566037735849,0.3732311320754717,0.35141509433962265,0.6485849056603774,424,27,219,250,214,0.3490566037735849,148,0.3732311320754717,0.25471698113207547,0.5,Computer,0,2,0.00526315789473684,0.9789473684210528,0,0,internal,0.13679245283018868,0,0.00471698113207547,0,0.37735849056603776,2025-03-21,2025-04-20,30,15.703703703703704,2
01ae2661bedce685224dd58830b94e86,2025-05-04,2025-03-11T10:02:44Z,Kvinde,1954-05-13,2024-09-01,utm_campaign=&utm_content=genbesog_JP_digital&utm_medium=ppc&utm_source=adwords&utm_term=jyllands-posten+abonnement,FALSE,FALSE,1,1,0,2025-03-11,2025-05-10,0,0,Tid,Ikke tid,2025-05-10,2025-05-04,54,30–90 dage,71,65+,0,0,0,0,92,516,205,109,0.21124031007751937,0.2315891472868217,0,0,516,31,205,214,199,0.21124031007751937,109,0.2315891472868217,0.11434108527131782,0.6356589147286822,Tablet,0,1,0.0040983606557377,0.9467213114754098,0,0,internal,0.09302325581395347,0,0.00193798449612403,0,0.5523255813953488,2025-03-11,2025-04-10,30,16.64516129032258,1
01cad508503a8d700c051addb5ca5e24,2025-06-26,2025-03-19T16:55:44Z,Mand,1975-01-27,2023-10-02,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,1,1,0,2025-03-19,2025-05-18,0,0,Andet,kunden ønsker ikke at oplyse,2025-07-18,2025-06-26,99,90–180 dage,51,45–54,1,0,0,0,216,525,149,94,0.17904761904761904,0.23047619047619047,0.21523809523809523,0.7847619047619048,525,31,149,170,148,0.17904761904761904,94,0.23047619047619047,0.1676190476190476,0.7047619047619048,Computer,0,2,0,0.9832402234636872,0,0,internal,0.05523809523809524,0,0,0,0.6761904761904762,2025-03-19,2025-04-18,30,16.93548387096774,4
01f145c2d4f98ff3b0ce3f731c3e5078,2025-04-12,2025-03-12T20:11:21Z,Mand,1956-05-10,2014-06-27,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,4,4,0,2025-03-12,2025-05-11,0,0,Tid,Ikke tid,2025-05-11,2025-04-12,31,30–90 dage,69,65+,0,0,0,0,365,169,91,53,0.3136094674556213,0.40384615384615385,1,0,169,16,91,100,89,0.3136094674556213,53,0.40384615384615385,0.28402366863905326,0.4911242603550296,Mobile,1,1,0,1,0,0,internal,0.08284023668639054,0,0.0059171597633136,0,0.35502958579881655,2025-03-12,2025-04-11,30,10.5625,1
01f92382940313bede15a74a51bc1ecb,2025-05-12,2025-03-21T08:56:18Z,Mand,1977-09-23,2014-09-24,utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-21,2025-05-20,0,0,Produkt,Redaktionelt indhold / holdning,2025-05-20,2025-05-12,52,30–90 dage,48,45–54,0,0,0,0,1,2,1,1,0.5,0.5,1,0,2,2,1,2,1,0.5,1,0.5,0,0,Mobile,1,1,0.5,0,0,0,search,0,0,0,0,0,2025-03-21,2025-04-14,24,1,3
02480b1eb465af71452760dd0d8916f8,2025-10-02,2025-03-07T12:32:21Z,Kvinde,1973-06-28,2016-10-28,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,FALSE,FALSE,2,2,0,2025-03-07,2025-05-06,3,3,Andet,kunden ønsker ikke at oplyse,2025-10-06,2025-10-02,209,180–270 dage,52,45–54,1,0,0,0,246,98,27,22,0.22448979591836735,0.20408163265306123,0.5102040816326531,0.4897959183673469,98,21,27,39,26,0.22448979591836735,22,0.20408163265306123,0.1326530612244898,0.7244897959183674,Mobile,1,2,0.07894736842105263,0.8421052631578947,0,0,internal,0.16326530612244897,0,0,0,0.6020408163265306,2025-03-07,2025-04-06,30,4.666666666666667,3
026950ba1188c7b7567b2c0196a567dc,2025-05-08,2025-03-04T22:02:33Z,Mand,1988-06-19,2025-03-04,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-04,2025-05-03,0,0,Produkt,Redaktionelt indhold / holdning,2025-06-03,2025-05-08,65,30–90 dage,37,35–44,1,0,0,1,32,2,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,Mobile,1,1,0,0,0,0,unknown,0,0,0,0,1,2025-03-04,2025-03-04,0,2,4
02cd8b6609ea3b7598578bb5ff28a659,2025-03-28,2025-03-16T07:14:11Z,Kvinde,1962-07-22,2011-11-13,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,3,0,3,2025-03-16,2025-05-15,0,0,Tid,Ikke tid,2025-05-15,2025-03-28,12,0–30 dage,63,55–64,0,0,0,0,210,317,153,97,0.305993690851735,0.31624605678233436,1,0,317,28,153,183,151,0.305993690851735,97,0.31624605678233436,0.2018927444794953,0.5772870662460567,Mobile,1,1,0,0.9945945945945946,0,0,internal,0.15772870662460567,0,0.00315457413249211,0,0.4195583596214511,2025-03-16,2025-04-15,30,11.321428571428571,1
02fe16a67b6e92fb1525c8dc4f5e19d2,2025-05-09,2025-03-09T07:49:29Z,Kvinde,1971-04-15,2025-03-09,utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-09,2025-05-08,0,0,Produkt,Redaktionelt indhold / holdning,2025-06-08,2025-05-09,61,30–90 dage,55,55–64,1,0,0,1,32,14,4,6,0.42857142857142855,0.21428571428571427,0.7857142857142857,0.21428571428571427,14,3,4,8,3,0.42857142857142855,6,0.21428571428571427,0.14285714285714285,0.6428571428571429,Mobile,1,2,0,0.125,0,0,unknown,0.42857142857142855,0,0,0,0.42857142857142855,2025-03-09,2025-03-12,3,4.666666666666667,3
0337580bff96617791df065cc65b78e1,2025-12-05,2025-03-11T11:06:48Z,Mand,1954-01-03,2015-09-29,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,FALSE,TRUE,4,2,0,2025-03-11,2025-05-10,0,0,Andet,Ingen årsag – ingen tlf kontakt,2025-12-10,2025-12-05,269,180–270 dage,72,65+,1,0,0,0,1361,8,7,4,0.5,0.46875,0,0.25,8,6,7,7,6,0.5,4,0.46875,0.375,0.25,Tablet,0,2,0,0.5,0,0,internal,0.25,0,0,0,0.125,2025-03-11,2025-03-29,18,1.3333333333333333,4
041d717ed0a2660383069b4382a5f868,2025-06-23,2025-03-21T13:25:33Z,Mand,1971-06-08,2024-07-07,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,FALSE,TRUE,1,1,0,2025-03-21,2025-05-20,0,0,Tid,Ikke tid,2025-07-20,2025-06-23,94,90–180 dage,54,45–54,1,0,0,0,154,18,12,9,0.5,0.3472222222222222,1,0,18,2,12,14,11,0.5,9,0.3472222222222222,0.2777777777777778,0.5555555555555556,Mobile,1,1,0,0.8571428571428571,0,0,internal,0.1111111111111111,0,0,0,0.2222222222222222,2025-03-21,2025-03-28,7,9,4
042313fde35eb5e19b2106bf175cd5e9,2026-01-22,2025-03-15T08:10:18Z,Kvinde,1965-08-18,2025-03-15,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,TRUE,TRUE,0,0,0,2025-03-15,2025-05-14,0,0,Økonomi,Pris,2026-02-14,2026-01-22,313,270–365 dage,60,55–64,1,0,0,0,277,158,108,62,0.3924050632911392,0.5221518987341772,1,0,158,17,108,121,107,0.3924050632911392,62,0.5221518987341772,0.4177215189873418,0.36075949367088606,Mobile,1,1,0.2258064516129032,0.7548387096774194,0,0,internal,0.20253164556962025,0,0.00632911392405063,0,0.23417721518987344,2025-03-15,2025-04-12,28,9.294117647058824,4
04636e2dfe9fba50ab9943a5a44bdf11,2025-12-11,2025-03-21T16:20:19Z,Mand,1957-12-20,2012-01-27,utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail,FALSE,TRUE,0,0,0,2025-03-21,2025-05-20,6,6,Andet,kunden ønsker ikke at oplyse,2025-12-20,2025-12-11,265,180–270 dage,68,65+,1,0,0,0,253,65,37,18,0.27692307692307694,0.3769230769230769,0,1,65,13,37,38,36,0.27692307692307694,18,0.3769230769230769,0.24615384615384617,0.47692307692307695,Computer,0,1,0,0.6808510638297872,0,0,internal,0.12307692307692308,0,0,0,0.4153846153846154,2025-03-21,2025-04-18,28,5,4
0484f997f96e9c43723d291f2abd975d,2025-03-19,2025-03-04T18:51:18Z,Mand,1972-02-27,2025-03-04,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-04,2025-05-03,0,1,Andet,kunden ønsker ikke at oplyse,2025-05-03,2025-03-19,15,0–30 dage,54,45–54,0,0,0,0,1,365,196,112,0.30684931506849317,0.44794520547945205,0,1,365,25,196,211,192,0.30684931506849317,112,0.4479452054794521,0.34794520547945207,0.4465753424657534,Computer,0,1,0,0.9814814814814816,0,0,internal,0.07945205479452055,0,0.01917808219178082,0,0.4136986301369863,2025-03-04,2025-04-03,30,14.6,1
05c2f3b93f4573cd4b34db7362893c04,2025-03-28,2025-03-05T11:42:36Z,Mand,1940-05-11,2020-12-17,utm_campaign=Marts25&utm_content=a&utm_medium=mail&utm_source=mail,TRUE,TRUE,8,2,3,2025-03-05,2025-05-04,0,0,Andet,Ingen årsag – ingen tlf kontakt,2025-05-04,2025-03-28,23,0–30 dage,85,65+,0,0,0,0,607,683,240,170,0.24890190336749635,0.2836749633967789,0,0.9985358711566618,683,31,240,280,230,0.24890190336749635,170,0.2836749633967789,0.23133235724743775,0.6442166910688141,Computer,0,2,0.00923076923076923,0.9692307692307692,0,0,internal,0.11566617862371888,0,0.02049780380673499,0,0.5241581259150805,2025-03-05,2025-04-04,30,22.032258064516128,1
060f3e9968b2c7d8b13699b9e53a6dd0,2025-05-14,2025-03-12T11:42:08Z,Kvinde,2005-08-19,2025-02-27,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-12,2025-05-11,0,0,Produkt,Redaktionelt indhold / holdning,2025-06-11,2025-05-14,63,30–90 dage,20,18–24,1,0,0,1,32,5,1,4,0.8,0.05,0,1,5,4,1,5,1,0.8,4,0.05,0,0.8,Computer,0,1,0,0,0,0,unknown,0,0,0,0,0,2025-03-12,2025-03-20,8,1.25,3
0659d4d38786138a6aa809e8fd489069,2025-12-02,2025-03-13T15:46:55Z,Kvinde,1955-12-12,2025-03-13,utm_campaign=Marts25&utm_medium=Matrice&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-13,2025-05-12,0,0,Tid,Ikke tid,2025-12-12,2025-12-02,264,180–270 dage,70,65+,1,0,0,0,231,213,132,68,0.3192488262910798,0.5422535211267606,0.18779342723004694,0.812206572769953,213,22,132,136,118,0.3192488262910798,68,0.5422535211267606,0.5023474178403756,0.4272300469483568,Computer,0,2,0.0180722891566265,0.9518072289156626,0,0,internal,0.15492957746478872,0,0.00469483568075117,0,0.22535211267605632,2025-03-13,2025-04-07,25,9.681818181818182,3
06beef4376b2852a011aa0359e4dcbf2,2025-05-24,2025-03-16T09:32:41Z,Kvinde,1955-11-02,2014-02-05,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-16,2025-05-15,0,0,Tid,Ikke tid,2025-06-15,2025-05-24,69,30–90 dage,70,65+,1,0,0,1,32,5,4,4,0.8,0.7,0,1,5,1,4,2,1,0.8,4,0.7,0.6,0.2,Computer,0,1,0,0.8,0,0,internal,0,0,0,0,0,2025-03-16,2025-03-16,0,5,3
06c8ac777c34dd5d16d5a192a7ec9b8f,2025-07-01,2025-03-05T13:25:30Z,Mand,1975-02-03,2018-02-27,utm_campaign=Marts25&utm_content=a&utm_medium=mail&utm_source=mail,FALSE,TRUE,2,2,0,2025-03-05,2025-05-04,0,0,Tid,Ikke tid,2025-07-04,2025-07-01,118,90–180 dage,51,45–54,1,0,0,0,164,22,21,12,0.5454545454545454,0.5795454545454546,1,0,22,11,21,22,21,0.5454545454545454,12,0.5795454545454546,0.3636363636363637,0.2272727272727273,Mobile,1,1,0,0.3333333333333333,0,0.6190476190476191,social,0.4090909090909091,0,0,0,0,2025-03-07,2025-03-29,22,2,3
07020bd60c8550351dca52ee85797736,2025-05-06,2025-03-11T18:41:47Z,Mand,1942-07-05,2017-02-07,utm_campaign=Marts25&utm_medium=adops&utm_source=jp.dk,TRUE,TRUE,19,4,15,2025-03-11,2025-05-10,5,5,Tid,Ikke tid,2025-05-10,2025-05-06,56,30–90 dage,83,65+,0,0,0,0,373,117,110,59,0.5042735042735043,0.7393162393162394,0,1,117,20,110,115,108,0.5042735042735043,59,0.7393162393162394,0.5897435897435898,0.07692307692307693,Computer,0,1,0,0.5463917525773195,0,0,internal,0.1623931623931624,0,0,0,0.00854700854700854,2025-03-11,2025-04-10,30,5.85,1
0746ad045757e1004e04d9316b9cae64,2025-10-27,2025-03-16T16:34:30Z,Mand,1945-12-14,2022-07-18,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-16,2025-05-15,0,0,Andet,kunden ønsker ikke at oplyse,2025-11-15,2025-10-27,225,180–270 dage,80,65+,1,0,0,0,317,289,141,100,0.3460207612456747,0.3633217993079585,0.6470588235294118,0.35294117647058826,289,27,141,171,138,0.3460207612456747,100,0.3633217993079585,0.28719723183391005,0.5570934256055363,Mobile,1,2,0.31746031746031744,0.6746031746031746,0,0,internal,0.1245674740484429,0,0,0,0.31141868512110726,2025-03-16,2025-04-13,28,10.703703703703704,4
077ad124aef49eab3dc083a6fb080799,2025-07-20,2025-03-16T21:33:01Z,Mand,1989-02-12,2013-08-25,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,TRUE,TRUE,0,0,0,2025-03-16,2025-05-15,0,0,Andet,RVS,2025-07-19,2025-07-20,126,90–180 dage,37,35–44,1,0,0,0,66,2,1,1,0.5,1,1,0,2,1,1,2,1,0.5,1,1,1,0,Mobile,1,1,0,0,0,0,unknown,1,0,0,0,0,2025-03-16,2025-03-16,0,2,3
0786c281ec5d2458a226bda45e874c35,2025-04-16,2025-03-22T14:22:13Z,Mand,1965-07-07,2023-02-02,utm_campaign=Marts25&utm_medium=topticker&utm_source=jp.dk,FALSE,TRUE,3,3,1,2025-03-22,2025-05-21,0,0,Tid,Ikke tid,2025-05-21,2025-04-16,25,0–30 dage,60,55–64,0,0,0,0,56,588,193,122,0.20748299319727892,0.1798469387755102,1,0,588,30,193,223,182,0.20748299319727892,122,0.1798469387755102,0.08503401360544217,0.717687074829932,Mobile,1,1,0,0.9185667752442996,0,0,internal,0.06972789115646258,0,0.03401360544217687,0,0.5136054421768708,2025-03-23,2025-04-21,29,19.6,1
07995ffec6801cd5915707d56aff671e,2025-05-22,2025-03-04T10:33:58Z,Mand,1957-01-28,2024-10-28,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-04,2025-05-03,0,0,Digitalt,Tekniske problemer (kunde),2025-06-03,2025-05-22,79,30–90 dage,69,65+,1,0,0,0,32,8,5,0,0,0.25,0,1,8,1,5,3,2,0,0,0.25,0.125,0.625,Computer,0,1,0,0.8333333333333334,0,0,internal,0,0,0,0,0.375,2025-03-11,2025-03-11,0,8,4
07aac1ad911f0fa3d80e29cb0dbf0215,2025-03-21,2025-03-20T07:48:13Z,Mand,1954-03-30,2023-01-21,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,FALSE,TRUE,2,2,0,2025-03-20,2025-05-19,0,0,Andet,Administrativt,2025-05-19,2025-03-21,1,0–30 dage,72,65+,0,1,0,0,1060,309,154,89,0.28802588996763756,0.26941747572815533,0.3074433656957929,0.6925566343042071,309,31,154,159,148,0.28802588996763756,89,0.26941747572815533,0.12297734627831716,0.5501618122977346,Computer,0,2,0.00442477876106194,0.9823008849557522,0,0,internal,0.12297734627831716,0,0.00647249190938511,0,0.2750809061488673,2025-03-20,2025-04-19,30,9.96774193548387,2
07e66a948735615a86d845bd1a71c5cb,2025-03-17,2025-03-07T08:35:59Z,Kvinde,1948-05-03,2023-01-11,utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail,TRUE,FALSE,0,0,0,2025-03-07,2025-05-06,0,0,Tid,Ikke tid,2025-05-06,2025-03-17,10,0–30 dage,77,65+,0,0,0,0,5,125,75,46,0.368,0.396,1,0,125,16,75,76,66,0.368,46,0.396,0.32,0.528,Mobile,1,1,0,0.989010989010989,0,0,internal,0.12,0,0.008,0,0.248,2025-03-07,2025-04-04,28,7.8125,1
082681be98abd06c01c30e80a3fb0790,2025-12-22,2025-03-10T12:14:49Z,Kvinde,1990-04-26,2021-07-27,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,FALSE,FALSE,0,0,0,2025-03-10,2025-05-09,0,0,Produkt,Redaktionelt indhold / holdning,2026-01-09,2025-12-22,287,270–365 dage,35,35–44,1,0,0,0,246,6,3,2,0.3333333333333333,0.3333333333333333,1,0,6,2,3,3,1,0.3333333333333333,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,Mobile,1,1,0,0.8,0,0,internal,0.5,0,0,0,0.3333333333333333,2025-03-10,2025-03-11,1,3,3
