pseudo_id;account_active_days;subscription_cancel_date;order_date;koen;birthdate;usr_created;order_trackertag;permission_given_order;permission_given_today;previous_subscriptions;previous_campaigns;previous_trials;first_campaign_day;last_campaign_day;newsletters_before_order;newsletters_after_order
660fab39539b87b268e59b0d5cc6be74;80;28-05-2025;2025-03-10 10:38:09.644000;Kvinde;11-01-2001;13-08-2024;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;10-03-2025;09-05-2025;0;0
042313fde35eb5e19b2106bf175cd5e9;337;22-01-2026;2025-03-15 08:10:18.965000;Kvinde;18-08-1965;15-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;true;true;0;0;0;15-03-2025;14-05-2025;0;0
ef8055f337f6e7440116a5bcd1297e6b;480;22-05-2025;2025-03-05 11:50:37.018000;Mand;05-07-1956;11-07-2021;utm_campaign=Marts25&utm_content=a&utm_medium=mail&utm_source=mail;false;true;13;7;7;05-03-2025;04-05-2025;2;2
e209e48b572e7337edd6c072ebab6cc2;275;11-12-2025;2025-03-23 09:05:26.690000;;10-03-1968;28-03-2016;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;true;true;0;0;0;23-03-2025;22-05-2025;0;0
088f15f5143f6bdf5f317f30bcafe199;376;01-01-3000;2025-03-17 09:50:03.284000;Mand;08-06-1971;17-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;17-03-2025;16-05-2025;0;0
8ca62176a2868f3a1c9d4b663d802fba;124;06-03-2025;2025-03-05 17:38:01.257000;Mand;19-02-1955;26-10-2018;utm_campaign=Biler&utm_content=2025-03-05&utm_medium=email&utm_source=jp;false;true;1;1;1;05-03-2025;04-05-2025;6;6
0181daedf475221291df382a21589255;275;10-11-2025;2025-03-10 07:18:43.550000;Mand;18-02-1997;10-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;10-03-2025;09-05-2025;0;0
bbb361a9cc76e407add75eb772b1ee6e;61;07-04-2025;2025-03-07 07:42:43.109000;Mand;20-06-1991;09-03-2015;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;07-03-2025;06-05-2025;0;0
c7bdb7da31ed15bcc2b8dcee4686c508;95;23-06-2025;2025-03-21 07:44:28.582000;Mand;03-02-1975;21-03-2025;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;false;true;0;0;0;21-03-2025;20-05-2025;0;0
cea6e8cff201b5805f306ac32de5c6b3;811;01-01-3000;2025-03-09 21:26:03.739000;Mand;27-09-1973;10-03-2020;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;true;2;2;0;09-03-2025;08-05-2025;0;0
93625aee48370e1661dd32a64c270def;899;01-01-3000;2025-03-08 19:51:49.579000;Mand;26-07-1969;29-06-2013;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;false;true;5;2;3;08-03-2025;07-05-2025;3;3
94b676c80fe51500f9b72c7222d01021;306;20-01-2026;2025-03-23 08:57:22.716000;Mand;09-03-1967;23-03-2025;utm_campaign=Basis_22&utm_content=App_android&utm_medium=Matrice&utm_source=App;true;true;0;0;0;23-03-2025;22-05-2025;0;0
9c002c13eedc708f9732104b70028094;470;29-04-2025;2025-03-06 06:58:31.805000;Mand;20-05-1951;31-03-2020;utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail;true;true;6;3;2;06-03-2025;05-05-2025;0;0
25567a00c727a5f238f2147e7806428f;159;17-03-2025;2025-03-09 08:33:53.042000;Kvinde;19-05-1970;27-11-2023;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;true;true;2;2;1;09-03-2025;08-05-2025;0;0
e4c5b02a0d4e20c09552d31e50c13fc4;61;13-03-2025;2025-03-06 14:30:33.903000;Kvinde;12-05-1970;16-02-2022;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;06-03-2025;05-05-2025;0;0
b944960f6860c84cc00a6c1d854006da;372;01-01-3000;2025-03-21 10:52:30.535000;Mand;01-03-1966;06-06-2012;utm_campaign=Marts25&utm_medium=Weblayer&utm_source=jp.dk;false;false;0;0;0;21-03-2025;20-05-2025;4;5
a7e986aac8ad1d94417c528739b94ff3;634;13-10-2025;2025-03-05 16:51:24.431000;Mand;06-01-1949;04-04-2020;utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail;true;true;1;1;0;05-03-2025;04-05-2025;0;0
5414c1785bf852a26470a8f4a434f89e;337;02-02-2026;2025-03-16 22:42:00.578000;;05-02-1991;16-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;16-03-2025;15-05-2025;0;0
673614cb7aa6ff9045d6a6da7911a1eb;619;27-05-2025;2025-03-09 16:07:04.569000;Mand;23-05-1965;26-10-2013;utm_campaign=Marts25&utm_medium=Matrice&utm_source=jp.dk;false;true;3;2;0;09-03-2025;08-05-2025;0;0
1be6d7824f5784e4439a64918e21e211;149;13-08-2025;2025-03-17 05:35:31.547000;Kvinde;06-04-1955;17-03-2025;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;false;0;0;0;17-03-2025;16-05-2025;0;0
d5d12b6ce3e1654989aaee9f47de2a62;17;21-03-2025;2025-03-11 07:21:59.436000;Mand;12-05-1955;22-03-2013;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;true;0;0;0;11-03-2025;20-03-2025;0;0
51c2d08fe703a913e16ff2fa55176d2a;501;10-02-2026;2025-03-05 15:26:51.711000;Kvinde;25-09-1971;07-10-2022;utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail;false;true;1;1;0;05-03-2025;04-05-2025;0;0
5bf87d92442082440339d43d7996e983;1145;25-11-2025;2025-03-04 20:09:34.492000;Mand;13-02-1970;17-03-2013;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;true;true;7;6;1;04-03-2025;03-05-2025;2;2
bd131313a490d54ccf4d7dd7c72f8b96;153;12-08-2025;2025-03-16 07:37:15.586000;Kvinde;23-02-1957;21-09-2017;utm_campaign=Basis_22&utm_content=MegaMenu&utm_medium=Matrice&utm_source=jp.dk;true;true;0;0;0;16-03-2025;15-05-2025;0;0
323922e8476497ef1c3cd0573b121c58;1091;01-01-3000;2025-03-05 11:49:41.976000;Mand;30-04-1956;09-01-2016;utm_campaign=Marts25&utm_content=a&utm_medium=mail&utm_source=mail;false;true;11;6;4;05-03-2025;04-05-2025;1;1
bb23615e32aca66b3af9ec1042ddb8be;61;02-04-2025;2025-03-18 18:24:37.005000;Kvinde;28-05-1986;23-04-2013;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;true;0;0;0;18-03-2025;17-05-2025;0;0
1520c6ce0859197137f8c2ba4e316b33;275;02-12-2025;2025-03-04 05:26:36.781000;Kvinde;12-10-1966;21-11-2020;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;false;0;0;0;04-03-2025;03-05-2025;0;0
e2035d51088ce9d756f789c0272280e5;372;23-06-2025;2025-03-21 08:31:12.617000;Mand;31-10-1936;29-12-2020;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;true;true;3;1;2;21-03-2025;20-05-2025;0;0
1d5478a63294ca8ce41f80f797e23696;507;19-05-2025;2025-03-22 17:07:34.199000;Mand;28-03-1944;11-09-2015;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;false;true;14;7;9;22-03-2025;21-05-2025;0;0
af67fd7c157c69d9d9ee61096189a7f3;61;18-03-2025;2025-03-09 20:44:54.719000;Kvinde;19-01-1964;20-01-2024;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;true;0;0;0;09-03-2025;08-05-2025;0;0
883b095032e3de2ea29c0f37082e116f;344;15-02-2026;2025-03-21 13:21:41.395000;Kvinde;17-03-1967;15-08-2012;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;1;0;1;21-03-2025;20-05-2025;0;0
86bada2394a6cbe10af2ec8e80297326;427;09-05-2025;2025-03-21 13:44:18.236000;Mand;14-11-1962;02-12-2013;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;false;true;4;2;2;21-03-2025;20-05-2025;0;0
8450867c34d2e1b804617f92fedc6d49;399;14-05-2025;2025-03-18 12:51:54.333000;Kvinde;01-05-1959;12-06-2012;utm_campaign=Nyhedsoverblik+11.00&utm_content=2025-03-18&utm_medium=email&utm_source=jp;true;true;4;3;2;18-03-2025;17-05-2025;1;1
fcff08f9900492e80d3bc88cd2816a0b;122;05-05-2025;2025-03-16 17:48:49.721000;Kvinde;09-08-1961;02-05-2018;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;16-03-2025;15-05-2025;1;1
d4a76a674c30756c5fe2e9b0159d45f9;1523;01-01-3000;2025-03-12 18:11:03.887000;Kvinde;11-12-1972;31-03-2012;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;true;true;9;3;5;12-03-2025;11-05-2025;5;5
57ad9a7e617c8046eceb938ec43f2890;61;14-05-2025;2025-03-17 21:23:32.344000;Kvinde;11-12-1990;17-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;17-03-2025;16-05-2025;0;0
c9c0ee891e75d4768f4cacb8d505a47b;378;31-10-2025;2025-03-11 08:25:13.206000;Mand;07-12-1955;07-10-2024;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;true;1;1;0;11-03-2025;10-05-2025;0;2
f33e5dc74fc7c613e1c5183dca828d52;218;28-04-2025;2025-03-06 07:56:21.579000;Mand;05-06-1979;26-06-2023;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;true;4;2;1;06-03-2025;05-05-2025;0;0
17020af801c477dfdca0e0e5632cab42;245;20-08-2025;2025-03-06 21:11:47.952000;Mand;04-01-1959;06-03-2025;utm_campaign=tilmeld_knap&utm_medium=FB_side&utm_source=FB;true;false;0;0;0;06-03-2025;05-05-2025;0;0
a9776a8f6473d254f8441d26aa767367;177;11-03-2025;2025-03-11 13:35:39.673000;Mand;20-06-1951;13-10-2012;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;false;true;4;1;2;11-03-2025;10-05-2025;0;0
6ca57084366df9159aab1cda13a41114;1171;22-06-2025;2025-03-11 01:19:58.573000;Kvinde;23-04-1969;25-12-2017;utm_campaign=Marts25&utm_medium=topticker&utm_source=jp.dk;false;true;15;9;5;11-03-2025;10-05-2025;0;0
514346f9ea73786308ed7465bb307dac;153;15-03-2025;2025-03-15 09:33:20.040000;Kvinde;18-11-1983;15-03-2025;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;false;0;0;0;15-03-2025;14-05-2025;0;0
cbd25d5f4fe90834708bb6e362dd71ff;61;04-03-2025;2025-03-04 12:34:29.462000;Kvinde;08-03-1993;29-07-2019;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;04-03-2025;03-05-2025;0;0
336d377b414d6aeb1756502907b6ab86;280;01-08-2025;2025-03-05 13:07:21.035000;Kvinde;12-07-1950;27-06-2023;utm_campaign=Marts25&utm_content=a&utm_medium=mail&utm_source=mail;true;true;1;0;0;05-03-2025;04-05-2025;0;0
d61fc621115dad0ac2ed28f0b855bd11;798;01-06-2025;2025-03-21 12:21:43.049000;Mand;26-05-1957;17-03-2012;utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail;true;true;7;4;3;21-03-2025;20-05-2025;0;0
29127e2a7ed2ad5ae7a0b90963270788;615;26-05-2025;2025-03-21 10:54:05.062000;Mand;24-10-1968;27-12-2021;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;false;true;11;8;5;21-03-2025;20-05-2025;0;1
85079ecb3a36814ebd6bb872970c41ea;1216;01-01-3000;2025-03-23 22:07:06.528000;Mand;13-07-1982;08-06-2012;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;false;true;9;3;6;23-03-2025;22-05-2025;0;0
d2acf3cf03a69046e1623fa33ae114b1;370;01-01-3000;2025-03-23 13:49:20.272000;Mand;26-11-1987;23-03-2025;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;23-03-2025;22-05-2025;0;0
1a2b0c171a74b27b44c0eb3d5c42f083;61;12-04-2025;2025-03-22 05:35:39.921000;Kvinde;12-06-1962;22-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;22-03-2025;21-05-2025;0;0
c806f370485dca6c667bf0c1000c949e;219;27-10-2025;2025-03-22 09:41:12.510000;Mand;29-06-1953;14-12-2012;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;true;true;0;0;0;22-03-2025;21-05-2025;4;4
7c4436fb02b5ec2e2f2926846b4f1df7;61;11-03-2025;2025-03-10 15:17:24.853000;Kvinde;18-10-2005;10-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;10-03-2025;09-05-2025;0;0
dd70d17ba6653dad85b4c6d304785ebb;61;02-04-2025;2025-03-16 09:46:25.570000;Mand;26-09-2005;16-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;16-03-2025;15-05-2025;0;0
d394a1f873177cca6f4d0c3067edf964;1424;17-03-2025;2025-03-17 09:05:33.027000;Mand;18-08-1992;06-06-2012;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;20;11;2;17-03-2025;16-05-2025;0;0
2ed2e7c7740caace45ef81eba21f0739;306;04-01-2026;2025-03-10 03:50:03.327000;;13-07-1985;10-03-2025;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;true;0;0;0;10-03-2025;09-05-2025;0;0
e293d3ecc73fa3a96ec0e0ae898c6f70;591;20-04-2025;2025-03-15 17:00:05.216000;Mand;09-05-1957;30-12-2013;utm_campaign=&utm_content=genbesog_JP_digital&utm_medium=ppc&utm_source=adwords&utm_term=jp+abonnement+tilbud;true;true;3;3;0;15-03-2025;14-05-2025;3;4
c98ca624535336c5a0b8cb324f657306;1521;27-03-2025;2025-03-22 14:30:37.858000;Mand;06-07-1944;01-01-2013;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;false;true;3;2;0;22-03-2025;26-03-2025;3;3
4edef8642d9ac7a2431d6157da2283a5;1818;01-01-3000;2025-03-21 10:48:58.601000;Mand;20-07-1949;05-12-2012;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;true;true;24;7;13;21-03-2025;20-05-2025;4;4
2c32c80e711319c80b09ba09c6809d26;61;11-03-2025;2025-03-09 09:02:25.294000;Kvinde;25-08-1973;19-04-2023;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;09-03-2025;08-05-2025;0;0
b3743cd8f717c4b7c1f68f572f1af0d5;61;23-03-2025;2025-03-22 23:55:27.021000;Kvinde;04-11-1977;22-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;22-03-2025;21-05-2025;0;0
9a521d66e5b717f7f3fd33bda2026c9d;382;01-01-3000;2025-03-11 09:44:57.845000;Mand;08-09-1964;11-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;11-03-2025;10-05-2025;0;0
10dccc12a352afbf40623f95125d640e;92;09-05-2025;2025-03-04 20:50:19.668000;Mand;02-05-1992;;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;false;0;0;0;04-03-2025;03-05-2025;0;0
07e66a948735615a86d845bd1a71c5cb;65;17-03-2025;2025-03-07 08:35:59.428000;Kvinde;03-05-1948;11-01-2023;utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail;true;false;0;0;0;07-03-2025;06-05-2025;0;0
3ccfb60c0dcc940bdf0b4b93fe782108;387;02-04-2025;2025-03-21 11:52:03.426000;Kvinde;02-09-1963;01-12-2018;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;true;false;4;2;2;21-03-2025;20-05-2025;0;0
2a0fd6364ffb8b6e44ac73c1772ed2f6;120;17-05-2025;2025-03-11 19:05:13.253000;Kvinde;20-07-1963;12-10-2018;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;true;0;0;0;11-03-2025;10-05-2025;0;0
e847ea728b05af68539b431924d9d824;471;25-08-2025;2025-03-21 07:56:03.330000;Mand;31-01-1959;01-11-2019;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;true;true;3;1;0;21-03-2025;20-05-2025;0;0
66f57e32e0c74a2c96496546c59b27d6;82;19-05-2025;2025-03-22 04:18:05.340000;;05-12-1972;21-05-2013;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;false;false;1;0;1;22-03-2025;21-05-2025;0;0
bf5844c314a6cbd3e5d74142a2f254bc;707;18-03-2025;2025-03-18 12:31:42.492000;Kvinde;21-06-1979;10-08-2018;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;11;9;3;18-03-2025;17-05-2025;0;0
333be8d71beacb6ec8d9caf47393d755;61;25-03-2025;2025-03-10 14:40:19.019000;Mand;14-02-1979;20-08-2020;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;10-03-2025;09-05-2025;0;0
c2f05fb7a4757702550100feac09b80f;245;07-11-2025;2025-03-10 21:28:37.724000;Kvinde;02-05-1963;10-03-2025;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;true;true;0;0;0;10-03-2025;09-05-2025;0;0
d11308b020d39d9cf932704c9298d801;344;28-06-2025;2025-03-05 19:55:55.919000;Kvinde;24-04-1955;05-11-2019;utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail;true;true;3;2;1;05-03-2025;04-05-2025;0;0
40ce8c05d7acddc08d648c853f6c9a6a;61;22-04-2025;2025-03-11 07:47:42.153000;Mand;14-01-1967;11-03-2025;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;false;0;0;0;11-03-2025;10-05-2025;0;0
7a9fad27ae8841708385b2827b7bf92e;373;27-12-2025;2025-03-20 20:16:12.397000;Mand;08-10-1969;20-03-2025;utm_campaign=Marts25&utm_medium=Weblayer&utm_source=jp.dk;false;false;0;0;0;20-03-2025;19-05-2025;0;0
55c6473e7caafd070a35a8907e348548;245;11-06-2025;2025-03-21 15:37:14.364000;Mand;11-01-1971;21-03-2025;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;false;0;0;0;21-03-2025;20-05-2025;0;0
5f3f0dee1e07a275c13edeab81b5dc24;589;10-02-2026;2025-03-07 08:44:25.923000;Mand;31-05-1955;01-10-2022;utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail;false;true;4;3;2;07-03-2025;06-05-2025;0;0
415b000eecde4a9893f1b5573fc7881a;278;24-09-2025;2025-03-21 08:43:39.837000;Mand;09-12-1956;16-04-2018;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;true;true;1;1;0;21-03-2025;20-05-2025;6;7
c57715723b559d41744bb899bb494e69;230;28-04-2025;2025-03-13 21:28:40.728000;Kvinde;30-09-1970;12-01-2022;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;13-03-2025;12-05-2025;0;0
f5e6f879f932f35a75797f0bb053c7c1;61;14-04-2025;2025-03-05 14:36:18.834000;Mand;02-11-1975;05-03-2025;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;false;0;0;0;05-03-2025;04-05-2025;0;0
11665511250f1af62935a7df84ac6d54;362;16-03-2026;2025-03-19 14:51:11.762000;Mand;21-02-1957;16-03-2015;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;true;0;0;0;19-03-2025;18-05-2025;0;0
564ef54581efe26367b066edef38e432;92;10-06-2025;2025-03-10 05:15:31.518000;Mand;07-08-1984;10-03-2025;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;true;true;0;0;0;10-03-2025;09-05-2025;0;0
3d5b0a78f46ce3493d06c63115065930;258;12-04-2025;2025-03-11 11:25:07.022000;Mand;17-08-1944;17-11-2023;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;false;2;2;0;11-03-2025;10-05-2025;0;2
cf78ae59afd3ba595b9bbe3634e8861a;271;28-05-2025;2025-03-23 15:40:56.984000;Mand;31-07-1954;14-12-2018;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;true;0;0;0;23-03-2025;22-05-2025;3;3
23a6f8a1edbc18b9f0f6371e1a325529;1580;11-09-2025;2025-03-11 18:18:17.154000;Mand;12-04-1984;04-09-2015;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;true;true;5;2;0;11-03-2025;10-05-2025;0;0
43dea564b7e1ee3780f2b2542dcb7b4f;684;12-11-2025;2025-03-09 16:36:52.964000;Mand;25-01-1974;06-01-2022;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;3;3;0;09-03-2025;08-05-2025;0;0
46458fa96e84938d9c665cfc72fbb2a9;374;29-10-2025;2025-03-05 15:23:49.912000;Mand;25-07-1969;30-12-2012;utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail;true;true;3;1;2;05-03-2025;04-05-2025;2;2
8a8a1e0958061656cc7c89651411c6eb;1013;01-01-3000;2025-03-20 07:56:22.039000;Mand;20-12-1958;23-05-2013;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;false;false;4;3;0;20-03-2025;19-05-2025;0;0
4519ba6ddcb93581ea7a4732319794a9;618;01-01-3000;2025-03-18 18:23:06.872000;Mand;25-02-1978;19-05-2024;utm_campaign=Marts25&utm_medium=Matrice&utm_source=jp.dk;false;false;2;2;0;18-03-2025;17-05-2025;0;0
ba2390d524198acc3e1d5775c5003449;382;24-03-2026;2025-03-11 08:16:48.152000;Mand;30-06-1977;11-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;true;true;0;0;0;11-03-2025;10-05-2025;0;0
3153c33ed1f578782ed8f49986d4cff4;61;02-04-2025;2025-03-13 18:45:22.229000;Kvinde;21-09-1960;13-03-2025;utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;13-03-2025;12-05-2025;0;0
16f60feab4be66bbce8e014e9f6f1a04;1210;14-03-2025;2025-03-05 15:15:47.547000;Mand;03-02-1964;23-05-2015;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;false;3;1;1;05-03-2025;04-05-2025;1;1
bc6682848d7c1b202333e98041418be1;488;08-04-2025;2025-03-21 08:33:09.301000;Mand;31-08-1951;28-11-2023;utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk;false;true;6;2;4;21-03-2025;20-05-2025;0;0
b3b579ba18e6e9824560f6dca3d35195;1193;24-03-2025;2025-03-21 08:54:36.091000;Mand;25-08-1948;30-11-2022;utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail;true;true;3;2;1;21-03-2025;20-05-2025;0;0
44242123a235ab7886549f81d4a074ec;61;15-03-2025;2025-03-15 17:03:17.506000;Kvinde;14-04-1979;15-03-2025;utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk;false;false;0;0;0;15-03-2025;14-05-2025;0;0
